customer_id,status,card_present_flag,balance,date,gender,age,merchant_suburb,merchant_state,amount,movement
CUS-860700529,authorized,1.0,1082.69,2018-08-11,M,30,Golden Beach,QLD,15.79,debit
CUS-2695611575,authorized,0.0,1685.1,2018-08-11,M,37,Hope Island,QLD,15.86,debit
CUS-2206365095,posted,,18370.47,2018-08-11,F,38,,,45.0,debit
CUS-2500783281,posted,,3211.56,2018-08-11,F,23,,,43.0,debit
CUS-3129499595,posted,,969.88,2018-08-11,M,31,,,127.0,debit
CUS-3151318058,posted,,34792.92,2018-08-11,M,42,,,37.0,debit
CUS-1220154422,posted,,4538.98,2018-08-11,F,25,,,131.0,debit
CUS-2155701614,posted,,3468.29,2018-08-11,F,35,,,166.0,debit
CUS-3117610635,authorized,1.0,57546.63,2018-08-11,M,33,Sunshine,VIC,40.43,debit
CUS-1388323263,authorized,1.0,2772.9,2018-08-11,M,69,Ascot Vale,VIC,33.18,debit
CUS-2487424745,authorized,1.0,1113.93,2018-08-11,F,26,Mermaid Waters,QLD,6.31,debit
CUS-3431016847,authorized,1.0,2195.36,2018-08-11,M,22,Bondi Junction,NSW,4.77,debit
CUS-2695611575,authorized,1.0,1659.62,2018-08-11,M,37,Mudgeeraba,QLD,25.48,debit
CUS-2059096722,authorized,1.0,30653.36,2018-08-11,M,21,West End,QLD,41.35,debit
CUS-1271030853,posted,,1832.57,2018-08-11,F,30,,,109.0,debit
CUS-3026014945,authorized,1.0,2173.33,2018-08-11,F,27,Rivervale,WA,68.97,debit
CUS-443776336,authorized,1.0,4144.64,2018-08-11,M,19,Rainbow Flat,NSW,13.9,debit
CUS-4142663097,authorized,1.0,3070.85,2018-08-11,F,34,Eaton,NT,13.67,debit
CUS-860700529,authorized,1.0,1062.96,2018-08-11,M,30,Kenmore,QLD,19.73,debit
CUS-2142601169,authorized,1.0,415.63,2018-08-11,M,38,Moorebank,NSW,18.89,debit
CUS-586638664,posted,,1909.67,2018-08-11,F,18,,,45.0,debit
CUS-883482547,posted,,4211.66,2018-08-11,F,19,,,256.0,debit
CUS-3026014945,authorized,1.0,2148.79,2018-08-11,F,27,Applecross,WA,24.54,debit
CUS-527400765,authorized,1.0,190166.65,2018-08-11,F,40,Kealba,VIC,41.91,debit
CUS-443776336,authorized,1.0,4133.81,2018-08-11,M,19,Ellenbrook,WA,10.83,debit
CUS-3325710106,authorized,1.0,1552.71,2018-08-11,M,20,Burwood East,VIC,10.31,debit
CUS-1005756958,authorized,1.0,621.91,2018-08-11,F,53,Petrie,QLD,226.82,debit
CUS-1388323263,authorized,1.0,2760.42,2018-08-11,M,69,Wantirna,VIC,12.48,debit
CUS-3325710106,authorized,1.0,1531.41,2018-08-11,M,20,Ringwood,VIC,21.3,debit
CUS-527400765,authorized,1.0,190137.75,2018-08-11,F,40,Croydon,VIC,28.9,debit
CUS-51506836,authorized,1.0,16892.37,2018-08-11,M,24,Oakey,QLD,23.13,debit
CUS-497688347,authorized,1.0,2811.72,2018-08-11,F,30,West Lakes,SA,49.34,debit
CUS-2083971310,authorized,1.0,1.02,2018-08-11,M,31,Rhodes,NSW,6.02,debit
CUS-3395687666,posted,,12924.15,2018-08-11,M,42,,,45.0,debit
CUS-3395687666,posted,,12808.15,2018-08-11,M,42,,,116.0,debit
CUS-1614226872,authorized,1.0,1381.37,2018-08-11,F,40,Forest Glen,QLD,30.46,debit
CUS-4142663097,authorized,1.0,3027.54,2018-08-11,F,34,Pyrmont,NSW,43.31,debit
CUS-2348881191,authorized,0.0,3121.48,2018-08-11,F,41,Lakes Entrance,VIC,31.82,debit
CUS-1790886359,posted,,6171.96,2018-08-11,M,39,,,150.0,debit
CUS-1896554896,posted,,7766.26,2018-08-11,M,35,,,44.0,debit
CUS-3378712515,authorized,1.0,1209.27,2018-08-11,F,24,Yungaburra,QLD,43.91,debit
CUS-2695611575,authorized,1.0,1616.85,2018-08-11,M,37,East Perth,WA,42.77,debit
CUS-1117979751,authorized,1.0,5683.84,2018-08-11,M,21,Northbridge,WA,43.34,debit
CUS-2505971401,authorized,0.0,3549.13,2018-08-11,F,40,Nowra,NSW,17.12,debit
CUS-3336454548,posted,,3877.85,2018-08-11,M,18,,,45.0,debit
CUS-3117610635,authorized,1.0,57099.65,2018-08-11,M,33,Sydney,NSW,446.98,debit
CUS-2977593493,authorized,0.0,25486.46,2018-08-11,F,50,Moonee Ponds,VIC,32.41,debit
CUS-2110742437,authorized,1.0,9497.23,2018-08-11,M,20,Mount Barker,SA,24.98,debit
CUS-3702001629,authorized,1.0,1511.12,2018-08-11,F,18,Redland Bay,QLD,9.76,debit
CUS-497688347,authorized,1.0,2771.85,2018-08-11,F,30,West Beach,SA,39.87,debit
CUS-3702001629,authorized,1.0,1494.65,2018-08-11,F,18,East Brisbane,QLD,16.47,debit
CUS-2487424745,authorized,1.0,1103.31,2018-08-11,F,26,Hope Island,QLD,10.62,debit
CUS-2487424745,authorized,1.0,1091.66,2018-08-11,F,26,Woongoolba,QLD,11.65,debit
CUS-3378712515,authorized,0.0,1190.29,2018-08-11,F,24,Yungaburra,QLD,18.98,debit
CUS-2487424745,authorized,1.0,1083.05,2018-08-11,F,26,Alstonville,NSW,8.61,debit
CUS-3462882033,authorized,0.0,42360.54,2018-08-11,M,22,South Yarra,VIC,38.7,debit
CUS-2059096722,authorized,1.0,30635.81,2018-08-11,M,21,Rutherglen,VIC,17.55,debit
CUS-1816693151,authorized,0.0,54127.55,2018-08-11,M,40,Old Bar,NSW,78.82,debit
CUS-1388323263,posted,,2743.42,2018-08-11,M,69,,,17.0,debit
CUS-3336454548,posted,,3856.85,2018-08-11,M,18,,,21.0,debit
CUS-2059096722,authorized,1.0,30612.86,2018-08-11,M,21,Dover,TAS,22.95,debit
CUS-860700529,authorized,1.0,1049.85,2018-08-11,M,30,Underwood,QLD,13.11,debit
CUS-1005756958,authorized,1.0,582.64,2018-08-11,F,53,Kingsgrove,NSW,39.27,debit
CUS-2142601169,authorized,1.0,408.16,2018-08-11,M,38,Sydney,NSW,7.47,debit
CUS-3325710106,posted,,292.41,2018-08-11,M,20,,,1239.0,debit
CUS-4023861240,posted,,8777.46,2018-08-11,M,28,,,49.0,debit
CUS-3026014945,authorized,1.0,2107.53,2018-08-11,F,27,South Perth,WA,41.26,debit
CUS-2505971401,authorized,1.0,3536.61,2018-08-11,F,40,Nowra,NSW,12.52,debit
CUS-2059096722,authorized,1.0,30584.38,2018-08-11,M,21,Townsville City,QLD,28.48,debit
CUS-1233833708,authorized,1.0,2998.56,2018-08-11,M,44,Footscray,VIC,12.09,debit
CUS-3026014945,authorized,1.0,2080.44,2018-08-11,F,27,Aberdeen,NSW,27.09,debit
CUS-4142663097,posted,,3010.54,2018-08-11,F,34,,,17.0,debit
CUS-4023861240,authorized,1.0,8760.62,2018-08-11,M,28,Richmond,TAS,16.84,debit
CUS-1614226872,authorized,1.0,1146.01,2018-08-11,F,40,Birtinya,QLD,235.36,debit
CUS-1478398256,authorized,0.0,8949.2,2018-08-11,M,38,Ballarat Central,VIC,29.04,debit
CUS-3431016847,posted,,2009.36,2018-08-11,M,22,,,186.0,debit
CUS-3255104878,authorized,1.0,28968.87,2018-08-11,F,43,Pascoe Vale,VIC,16.23,debit
CUS-2738291516,authorized,0.0,4832.04,2018-08-11,M,35,Wacol,QLD,43.96,debit
CUS-880898248,authorized,1.0,5808.52,2018-08-11,M,26,Hawthorn East,VIC,6.53,debit
CUS-3255104878,authorized,1.0,28961.71,2018-08-11,F,43,Mordialloc,VIC,7.16,debit
CUS-4142663097,authorized,0.0,2976.81,2018-08-11,F,34,Marrara,NT,33.73,debit
CUS-134833760,posted,,3231.37,2018-08-11,M,52,,,145.0,debit
CUS-3378712515,posted,,1162.29,2018-08-11,F,24,,,28.0,debit
CUS-3255104878,authorized,0.0,28946.97,2018-08-11,F,43,Point Wilson,VIC,14.74,debit
CUS-3180318393,authorized,1.0,1236.06,2018-08-11,M,27,Eltham,VIC,13.65,debit
CUS-2142601169,authorized,1.0,397.01,2018-08-11,M,38,Melbourne,VIC,11.15,debit
CUS-4023861240,authorized,0.0,8724.71,2018-08-11,M,28,Ningaloo,WA,35.91,debit
CUS-3702001629,authorized,0.0,1480.56,2018-08-11,F,18,Brisbane City,QLD,14.09,debit
CUS-325142416,authorized,1.0,2217.11,2018-08-11,F,21,Coconut Grove,NT,23.46,debit
CUS-2142601169,authorized,1.0,389.26,2018-08-11,M,38,Kadina,SA,7.75,debit
CUS-860700529,authorized,1.0,1036.25,2018-08-11,M,30,Coolum Beach,QLD,13.6,debit
CUS-1478398256,authorized,1.0,8909.17,2018-08-11,M,38,Lorne,VIC,40.03,debit
CUS-1499065773,posted,,15796.73,2018-08-11,F,46,,,28.0,debit
CUS-4023861240,posted,,8543.71,2018-08-11,M,28,,,181.0,debit
CUS-2487424745,authorized,1.0,1068.88,2018-08-11,F,26,Helensvale,QLD,14.17,debit
CUS-2487424745,authorized,1.0,1049.24,2018-08-11,F,26,Willowbank,QLD,19.64,debit
CUS-880898248,authorized,1.0,5791.55,2018-08-11,M,26,Vermont South,VIC,16.97,debit
CUS-3180318393,authorized,1.0,1130.38,2018-08-11,M,27,Werribee,VIC,105.68,debit
CUS-2599279756,authorized,0.0,428.0,2018-08-11,F,43,Castlemaine,VIC,18.44,debit
CUS-2977593493,authorized,1.0,25460.53,2018-08-11,F,50,Craigieburn,VIC,25.93,debit
CUS-2599279756,authorized,0.0,402.29,2018-08-11,F,43,Eden,NSW,25.71,debit
CUS-1842679196,authorized,0.0,713.8,2018-08-11,F,18,Lidcombe,NSW,10.35,debit
CUS-1140341822,authorized,1.0,2646.61,2018-08-11,M,28,Riddells Creek,VIC,11.72,debit
CUS-2505971401,authorized,1.0,3520.42,2018-08-11,F,40,South Nowra,NSW,16.19,debit
CUS-3378712515,authorized,1.0,1158.07,2018-08-11,F,24,Saint Kilda,VIC,4.22,debit
CUS-2977593493,authorized,1.0,25423.56,2018-08-11,F,50,Sunshine,VIC,36.97,debit
CUS-2599279756,authorized,1.0,380.57,2018-08-11,F,43,Castlemaine,VIC,21.72,debit
CUS-164374203,posted,,2375.55,2018-08-11,F,20,,,30.0,debit
CUS-4142663097,posted,,2809.81,2018-08-11,F,34,,,167.0,debit
CUS-860700529,authorized,1.0,1021.0,2018-08-11,M,30,Ipswich,QLD,15.25,debit
CUS-2110742437,authorized,0.0,9475.58,2018-08-11,M,20,Woodcroft,SA,21.65,debit
CUS-2142601169,authorized,1.0,385.08,2018-08-11,M,38,Newtown,NSW,4.18,debit
CUS-2977593493,authorized,1.0,25398.88,2018-08-11,F,50,Fingal,VIC,24.68,debit
CUS-2370108457,posted,,260350.9,2018-08-11,M,46,,,43.0,debit
CUS-3716701010,posted,,1161.91,2018-08-11,F,47,,,24.0,debit
CUS-2695611575,authorized,0.0,1607.19,2018-08-11,M,37,Southport,QLD,9.66,debit
CUS-2487424745,authorized,1.0,1042.73,2018-08-11,F,26,Palm Beach,QLD,6.51,debit
CUS-2178051368,authorized,1.0,1447.79,2018-08-11,M,25,Regents Park,NSW,33.28,debit
CUS-2487424745,authorized,1.0,1027.87,2018-08-11,F,26,Annerley,QLD,14.86,debit
CUS-134193016,authorized,1.0,1929.84,2018-08-11,F,21,East Melbourne,VIC,15.05,debit
CUS-1196156254,authorized,1.0,15488.0,2018-08-12,F,34,Toorak Gardens,SA,52.62,debit
CUS-860700529,authorized,0.0,996.8,2018-08-12,M,30,Hillcrest,QLD,24.2,debit
CUS-4142663097,authorized,0.0,2798.97,2018-08-12,F,34,Thornleigh,NSW,10.84,debit
CUS-2283904812,posted,,2231.96,2018-08-12,M,22,,,25.0,debit
CUS-326006476,authorized,1.0,3534.3,2018-08-12,M,22,Erskine Park,NSW,29.64,debit
CUS-3462882033,posted,,42324.54,2018-08-12,M,22,,,36.0,debit
CUS-3180318393,authorized,1.0,1113.7,2018-08-12,M,27,Epping North,VIC,16.68,debit
CUS-3378712515,posted,,1120.07,2018-08-12,F,24,,,38.0,debit
CUS-3026014945,authorized,1.0,2059.49,2018-08-12,F,27,Willetton,WA,20.95,debit
CUS-1196156254,posted,,15457.0,2018-08-12,F,34,,,31.0,debit
CUS-1654129794,posted,,1226.9,2018-08-12,F,64,,,30.0,debit
CUS-1462656821,posted,,6845.92,2018-08-12,M,23,,,177.0,debit
CUS-1816693151,posted,,54088.55,2018-08-12,M,40,,,39.0,debit
CUS-2178051368,posted,,1303.79,2018-08-12,M,25,,,144.0,debit
CUS-3142625864,posted,,2423.6,2018-08-12,M,43,,,146.0,debit
CUS-860700529,authorized,0.0,973.4,2018-08-12,M,30,Everton Park,QLD,23.4,debit
CUS-3325710106,posted,,243.41,2018-08-12,M,20,,,49.0,debit
CUS-51506836,authorized,1.0,16879.01,2018-08-12,M,24,Caboolture,QLD,13.36,debit
CUS-2283904812,posted,,2198.96,2018-08-12,M,22,,,33.0,debit
CUS-2977593493,posted,,25222.88,2018-08-12,F,50,,,176.0,debit
CUS-1005756958,authorized,1.0,560.14,2018-08-12,F,53,Highfields,QLD,22.5,debit
CUS-2142601169,authorized,1.0,368.85,2018-08-12,M,38,Five Dock,NSW,16.23,debit
CUS-3026014945,authorized,1.0,2048.59,2018-08-12,F,27,East Victoria Park,WA,10.9,debit
CUS-3462882033,authorized,1.0,42286.31,2018-08-12,M,22,Doncaster East,VIC,38.23,debit
CUS-134833760,authorized,1.0,3202.65,2018-08-12,M,52,Karrinyup,WA,28.72,debit
CUS-2142601169,authorized,0.0,353.78,2018-08-12,M,38,Moorebank,NSW,15.07,debit
CUS-2695611575,authorized,1.0,1598.4,2018-08-12,M,37,Robina,QLD,8.79,debit
CUS-1196156254,authorized,1.0,15405.77,2018-08-12,F,34,Albany,WA,51.23,debit
CUS-1005756958,authorized,1.0,533.73,2018-08-12,F,53,Morningside,QLD,26.41,debit
CUS-2142601169,authorized,1.0,341.7,2018-08-12,M,38,Parramatta,NSW,12.08,debit
CUS-2487424745,authorized,1.0,818.71,2018-08-12,F,26,Sydney,NSW,209.16,debit
CUS-2977593493,authorized,1.0,25202.14,2018-08-12,F,50,Doncaster East,VIC,20.74,debit
CUS-2142601169,authorized,1.0,314.8,2018-08-12,M,38,Croydon Park,NSW,26.9,debit
CUS-860700529,authorized,0.0,958.16,2018-08-12,M,30,Runcorn,QLD,15.24,debit
CUS-2059096722,posted,,30542.38,2018-08-12,M,21,,,42.0,debit
CUS-1816693151,authorized,0.0,54038.19,2018-08-12,M,40,Warnbro,WA,50.36,debit
CUS-2599279756,authorized,1.0,354.22,2018-08-12,F,43,Eden,NSW,26.35,debit
CUS-2484453271,authorized,1.0,2371.68,2018-08-12,M,20,Fitzroy,VIC,11.82,debit
CUS-860700529,authorized,0.0,949.59,2018-08-12,M,30,Port Macquarie,NSW,8.57,debit
CUS-2484453271,authorized,1.0,2362.11,2018-08-12,M,20,Kew,VIC,9.57,debit
CUS-3117610635,authorized,1.0,57072.58,2018-08-12,M,33,Brisbane City,QLD,27.07,debit
CUS-1842679196,authorized,1.0,702.23,2018-08-12,F,18,Parkes,ACT,11.57,debit
CUS-1609060617,posted,,49979.18,2018-08-12,M,19,,,133.0,debit
CUS-2663907001,posted,,29000.39,2018-08-12,M,28,,,28.0,debit
CUS-3142625864,posted,,2392.6,2018-08-12,M,43,,,31.0,debit
CUS-3255104878,posted,,28908.97,2018-08-12,F,43,,,38.0,debit
CUS-4023861240,posted,,8509.71,2018-08-12,M,28,,,34.0,debit
CUS-325142416,authorized,1.0,2192.05,2018-08-12,F,21,Stuart Park,NT,25.06,debit
CUS-2695611575,authorized,0.0,1492.93,2018-08-12,M,37,Collingwood,VIC,105.47,debit
CUS-2206365095,authorized,1.0,18340.76,2018-08-12,F,38,Bundoora,VIC,29.71,debit
CUS-2695611575,authorized,1.0,1479.51,2018-08-12,M,37,Yowah,QLD,13.42,debit
CUS-2599279756,posted,,175.22,2018-08-12,F,43,,,179.0,debit
CUS-443776336,posted,,4096.81,2018-08-12,M,19,,,37.0,debit
CUS-2142601169,authorized,1.0,306.51,2018-08-12,M,38,West Gladstone,QLD,8.29,debit
CUS-2487424745,authorized,1.0,813.83,2018-08-12,F,26,Coomera,QLD,4.88,debit
CUS-2376382098,authorized,0.0,4091.17,2018-08-12,F,39,Miranda,NSW,26.36,debit
CUS-325142416,authorized,1.0,2164.9,2018-08-12,F,21,Yarrawonga,NT,27.15,debit
CUS-2487424745,authorized,1.0,803.96,2018-08-12,F,26,Brisbane City,QLD,9.87,debit
CUS-2142601169,authorized,1.0,295.37,2018-08-12,M,38,Lakemba,NSW,11.14,debit
CUS-3336454548,posted,,3816.85,2018-08-12,M,18,,,40.0,debit
CUS-860700529,authorized,0.0,942.86,2018-08-12,M,30,Ormeau,QLD,6.73,debit
CUS-860700529,authorized,1.0,929.16,2018-08-12,M,30,Brisbane City,QLD,13.7,debit
CUS-2178051368,authorized,0.0,1297.34,2018-08-12,M,25,Mansfield,QLD,6.45,debit
CUS-860700529,authorized,1.0,897.85,2018-08-12,M,30,Manly,QLD,31.31,debit
CUS-537508723,authorized,1.0,2583.87,2018-08-12,M,21,Morven,QLD,51.9,debit
CUS-2376382098,posted,,3982.17,2018-08-12,F,39,,,109.0,debit
CUS-537508723,authorized,1.0,2548.22,2018-08-12,M,21,Hampton Park,VIC,35.65,debit
CUS-511326734,authorized,1.0,955.77,2018-08-12,M,23,Alexandria,NSW,31.39,debit
CUS-51506836,authorized,0.0,16869.58,2018-08-12,M,24,Carindale,QLD,9.43,debit
CUS-2206365095,authorized,1.0,18316.1,2018-08-12,F,38,Mount Gambier,SA,24.66,debit
CUS-2031327464,posted,,2158.38,2018-08-12,M,40,,,85.0,debit
CUS-2370108457,posted,,260160.9,2018-08-12,M,46,,,190.0,debit
CUS-2206365095,authorized,1.0,18309.37,2018-08-12,F,38,Melbourne,VIC,6.73,debit
CUS-2487424745,authorized,1.0,797.95,2018-08-12,F,26,Melbourne,VIC,6.01,debit
CUS-3174332735,authorized,1.0,4348.6,2018-08-12,F,19,Lakes Entrance,VIC,37.68,debit
CUS-497688347,posted,,2749.85,2018-08-12,F,30,,,22.0,debit
CUS-51506836,authorized,1.0,16862.31,2018-08-12,M,24,Port Macquarie,NSW,7.27,debit
CUS-2206365095,authorized,0.0,18290.9,2018-08-12,F,38,Chirnside Park,VIC,18.47,debit
CUS-537508723,authorized,1.0,2531.21,2018-08-12,M,21,Mentone,VIC,17.01,debit
CUS-1669695324,posted,,1585.76,2018-08-12,F,25,,,124.0,debit
CUS-537508723,authorized,1.0,2502.57,2018-08-12,M,21,Mckinnon,VIC,28.64,debit
CUS-2500783281,posted,,3193.56,2018-08-12,F,23,,,18.0,debit
CUS-3336454548,posted,,3789.85,2018-08-12,M,18,,,27.0,debit
CUS-4123612273,posted,,176.66,2018-08-12,F,43,,,178.0,debit
CUS-2348881191,authorized,1.0,3097.82,2018-08-12,F,41,Doncaster,VIC,23.66,debit
CUS-261674136,posted,,4205.74,2018-08-12,M,29,,,48.0,debit
CUS-511326734,posted,,913.77,2018-08-12,M,23,,,42.0,debit
CUS-2599279756,authorized,1.0,145.51,2018-08-12,F,43,Mansfield,VIC,29.71,debit
CUS-2505971401,authorized,1.0,3493.58,2018-08-12,F,40,Albany,WA,26.84,debit
CUS-2178051368,authorized,1.0,1282.85,2018-08-12,M,25,Cairns City,QLD,14.49,debit
CUS-2505971401,authorized,1.0,3467.6,2018-08-12,F,40,Gungahlin,ACT,25.98,debit
CUS-1196156254,authorized,1.0,15391.99,2018-08-12,F,34,Albany,WA,13.78,debit
CUS-2487424745,authorized,1.0,795.06,2018-08-12,F,26,Palm Beach,QLD,2.89,debit
CUS-3702001629,posted,,1430.56,2018-08-12,F,18,,,50.0,debit
CUS-2487424745,authorized,1.0,751.15,2018-08-12,F,26,Pimpama,QLD,43.91,debit
CUS-51506836,authorized,1.0,16847.9,2018-08-12,M,24,Sherwood,QLD,14.41,debit
CUS-2142601169,authorized,1.0,285.57,2018-08-12,M,38,Marrickville,NSW,9.8,debit
CUS-2206365095,authorized,0.0,18281.26,2018-08-12,F,38,Chirnside Park,VIC,9.64,debit
CUS-2688605418,authorized,1.0,3424.08,2018-08-12,M,20,Fairfield,NSW,88.87,debit
CUS-2142601169,authorized,1.0,261.98,2018-08-12,M,38,Liverpool,NSW,23.59,debit
CUS-2487424745,authorized,1.0,743.66,2018-08-12,F,26,Broadbeach Waters,QLD,7.49,debit
CUS-2142601169,authorized,0.0,247.25,2018-08-12,M,38,Parramatta,NSW,14.73,debit
CUS-2178051368,authorized,1.0,1273.67,2018-08-12,M,25,Thornton,VIC,9.18,debit
CUS-325142416,authorized,1.0,2151.32,2018-08-12,F,21,Darwin,NT,13.58,debit
CUS-2031327464,posted,,2133.38,2018-08-12,M,40,,,25.0,debit
CUS-537508723,authorized,1.0,2482.47,2018-08-12,M,21,Chelsea,VIC,20.1,debit
CUS-2484453271,authorized,1.0,2346.27,2018-08-12,M,20,Altona Meadows,VIC,15.84,debit
CUS-1669695324,authorized,1.0,1451.04,2018-08-12,F,25,Fortitude Valley,QLD,134.72,debit
CUS-2484453271,authorized,0.0,2329.94,2018-08-12,M,20,Wyndham Vale,VIC,16.33,debit
CUS-2599279756,authorized,1.0,115.38,2018-08-13,F,43,Mansfield,VIC,30.13,debit
CUS-537508723,authorized,0.0,2472.46,2018-08-13,M,21,Lavington,NSW,10.01,debit
CUS-3325710106,posted,,75.41,2018-08-13,M,20,,,168.0,debit
CUS-1790886359,posted,,6138.96,2018-08-13,M,39,,,33.0,debit
CUS-1928710999,posted,,3149.24,2018-08-13,F,19,,,24.0,debit
CUS-1271030853,posted,,1766.57,2018-08-13,F,30,,,66.0,debit
CUS-2283904812,posted,,2164.96,2018-08-13,M,22,,,34.0,debit
CUS-1654129794,posted,,1066.9,2018-08-13,F,64,,,160.0,debit
CUS-2650223890,posted,,2417.32,2018-08-13,F,35,,,35.0,debit
CUS-2688605418,posted,,3289.08,2018-08-13,M,20,,,135.0,debit
CUS-2650223890,posted,,2297.32,2018-08-13,F,35,,,120.0,debit
CUS-2142601169,authorized,1.0,245.15,2018-08-13,M,38,Lane Cove,NSW,2.1,debit
CUS-527400765,posted,,190086.75,2018-08-13,F,40,,,51.0,debit
CUS-134833760,authorized,1.0,3175.5,2018-08-13,M,52,Gold Coast,QLD,27.15,debit
CUS-511326734,authorized,0.0,904.46,2018-08-13,M,23,Bella Vista,NSW,9.31,debit
CUS-2500783281,posted,,3039.56,2018-08-13,F,23,,,154.0,debit
CUS-3904958894,posted,,1743.49,2018-08-13,M,42,,,194.0,debit
CUS-51506836,posted,,16808.9,2018-08-13,M,24,,,39.0,debit
CUS-1669695324,authorized,1.0,1439.61,2018-08-13,F,25,Como,WA,11.43,debit
CUS-537508723,authorized,1.0,2461.14,2018-08-13,M,21,Waurn Ponds,VIC,11.32,debit
CUS-1896554896,authorized,1.0,7747.45,2018-08-13,M,35,Hexham,NSW,18.81,debit
CUS-2110742437,authorized,1.0,9470.31,2018-08-13,M,20,Melba,ACT,5.27,debit
CUS-2142601169,authorized,1.0,237.74,2018-08-13,M,38,Mount Druitt,NSW,7.41,debit
CUS-1614226872,authorized,1.0,1133.39,2018-08-13,F,40,Wynnum West,QLD,12.62,debit
CUS-537508723,authorized,1.0,2447.08,2018-08-13,M,21,Saint Kilda,VIC,14.06,debit
CUS-537508723,authorized,0.0,2436.33,2018-08-13,M,21,Belmont,VIC,10.75,debit
CUS-2348881191,authorized,1.0,3085.18,2018-08-13,F,41,Brunswick,VIC,12.64,debit
CUS-2487424745,authorized,1.0,729.2,2018-08-13,F,26,Helensvale,QLD,14.46,debit
CUS-1233833708,authorized,1.0,2972.71,2018-08-13,M,44,Forest Hill,VIC,25.85,debit
CUS-325142416,authorized,1.0,2117.78,2018-08-13,F,21,Ludmilla,NT,33.54,debit
CUS-2178051368,authorized,1.0,1265.82,2018-08-13,M,25,Cobar,NSW,7.85,debit
CUS-3180318393,authorized,1.0,1043.87,2018-08-13,M,27,Box Hill South,VIC,69.83,debit
CUS-537508723,posted,,2293.77,2018-08-13,M,21,,,134.0,debit
CUS-537508723,authorized,1.0,2427.77,2018-08-13,M,21,Western Junction,TAS,8.56,debit
CUS-2487424745,authorized,1.0,712.43,2018-08-13,F,26,Mudgeeraba,QLD,16.77,debit
CUS-2487424745,authorized,1.0,679.44,2018-08-13,F,26,Yatala,QLD,32.99,debit
CUS-2142601169,authorized,1.0,229.46,2018-08-13,M,38,Homebush West,NSW,8.28,debit
CUS-1147642491,authorized,1.0,1640.51,2018-08-13,F,34,Muswellbrook South,NSW,39.77,debit
CUS-2487424745,authorized,1.0,667.83,2018-08-13,F,26,Broadbeach,QLD,11.61,debit
CUS-2348881191,authorized,1.0,3073.89,2018-08-13,F,41,Melbourne,VIC,11.29,debit
CUS-1147642491,posted,,3351.9,2018-08-13,F,34,,,1711.39,credit
CUS-1147642491,posted,,3305.9,2018-08-13,F,34,,,46.0,debit
CUS-1147642491,posted,,3226.9,2018-08-13,F,34,,,79.0,debit
CUS-1609060617,posted,,49942.18,2018-08-13,M,19,,,37.0,debit
CUS-1614226872,posted,,2025.48,2018-08-13,F,40,,,892.09,credit
CUS-3249305314,posted,,31543.39,2018-08-13,M,38,,,42.0,debit
CUS-331942311,posted,,1853.29,2018-08-13,F,26,,,1843.14,credit
CUS-2487424745,authorized,1.0,660.86,2018-08-13,F,26,Varsity Lakes,QLD,6.97,debit
CUS-2484453271,authorized,1.0,2314.25,2018-08-13,M,20,Hawthorn,VIC,15.69,debit
CUS-2484453271,posted,,3955.08,2018-08-13,M,20,,,1640.83,credit
CUS-2505971401,posted,,3271.6,2018-08-13,F,40,,,196.0,debit
CUS-2650223890,posted,,3160.27,2018-08-13,F,35,,,862.95,credit
CUS-1669695324,authorized,1.0,1427.39,2018-08-13,F,25,Ashburton,VIC,12.22,debit
CUS-1669695324,authorized,1.0,1414.58,2018-08-13,F,25,Mandurah,WA,12.81,debit
CUS-2178051368,authorized,1.0,1250.68,2018-08-13,M,25,Mareeba,QLD,15.14,debit
CUS-2083971310,posted,,2887.54,2018-08-13,M,31,,,2886.52,credit
CUS-3142625864,posted,,4980.61,2018-08-13,M,43,,,2588.01,credit
CUS-3180318393,posted,,2440.1,2018-08-13,M,27,,,1396.23,credit
CUS-3255104878,posted,,29573.4,2018-08-13,F,43,,,664.43,credit
CUS-3378712515,posted,,2179.91,2018-08-13,F,24,,,1059.84,credit
CUS-443776336,posted,,5087.36,2018-08-13,M,19,,,990.55,credit
CUS-2142601169,authorized,1.0,130.53,2018-08-13,M,38,Bankstown,NSW,98.93,debit
CUS-880898248,authorized,1.0,5785.62,2018-08-13,M,26,Chirnside Park,VIC,5.93,debit
CUS-1117979751,posted,,5643.84,2018-08-13,M,21,,,40.0,debit
CUS-2031327464,posted,,4413.74,2018-08-13,M,40,,,2280.36,credit
CUS-2663907001,posted,,28980.39,2018-08-13,M,28,,,20.0,debit
CUS-55310383,posted,,3317.79,2018-08-13,F,30,,,1636.72,credit
CUS-880898248,authorized,0.0,5779.82,2018-08-13,M,26,Saint Helena,VIC,5.8,debit
CUS-860700529,authorized,0.0,805.63,2018-08-13,M,30,Sydney,NSW,92.22,debit
CUS-1271030853,posted,,1711.57,2018-08-13,F,30,,,55.0,debit
CUS-2500783281,posted,,3017.56,2018-08-13,F,23,,,22.0,debit
CUS-1478398256,authorized,0.0,8887.29,2018-08-13,M,38,Ballarat Central,VIC,21.88,debit
CUS-3117610635,authorized,1.0,56915.98,2018-08-13,M,33,Sydney,NSW,156.6,debit
CUS-511326734,authorized,1.0,871.68,2018-08-13,M,23,Jamisontown,NSW,32.78,debit
CUS-860700529,authorized,0.0,529.38,2018-08-13,M,30,Sydney,NSW,276.25,debit
